id,search_id,origin,destination,outbound_date,return_date,price,currency,total_duration_minutes,flight_type,airline,stops,carbon_emissions_kg,booking_token,collected_at
11,2,BLR,BOM,2026-09-12,2026-09-19,13034.00,INR,250,Round trip,IndiGo,1,122,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZzAyUlRZd056ZDhOa1UyTWpJMUdnb0k2bVVRQUJvRFNVNVNPQnh3eUdvPSIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIk1BQSIsbnVsbCwiNkUiLCI2MDc3Il0sWyJNQUEiLCIyMDI2LTA5LTEyIiwiQk9NIixudWxsLCI2RSIsIjYyMjUiXV1d,2026-09-12 18:33:06.495464
12,2,BLR,BOM,2026-09-12,2026-09-19,15377.00,INR,110,Round trip,Akasa Air,0,73,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pSVURFeE16UWFDZ2lSZUJBQUdnTkpUbEk0SEhEY2ZRPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIlFQIiwiMTEzNCJdXV0=,2026-09-12 18:33:06.499066
13,2,BLR,BOM,2026-09-12,2026-09-19,15648.00,INR,130,Round trip,Air India,0,83,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pCU1RJNE5UQWFDZ2lnZWhBQUdnTkpUbEk0SEhENGZ3PT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjg1MCJdXV0=,2026-09-12 18:33:06.501387
14,2,BLR,BOM,2026-09-12,2026-09-19,16130.00,INR,105,Round trip,IndiGo,0,71,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1kyUlRVek56WWFDZ2lDZmhBQUdnTkpUbEk0SEhEd2d3RT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIjZFIiwiNTM3NiJdXV0=,2026-09-12 18:33:06.503428
15,2,BLR,BOM,2026-09-12,2026-09-19,18879.00,INR,270,Round trip,IndiGo,1,145,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZzAyUlRZME1qTjhOa1UyTXpVeEdnc0l2NU1CRUFBYUEwbE9VamdjY0syYUFRPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJBTUQiLG51bGwsIjZFIiwiNjQyMyJdLFsiQU1EIiwiMjAyNi0wOS0xMiIsIkJPTSIsbnVsbCwiNkUiLCI2MzUxIl1dXQ==,2026-09-12 18:33:06.505441
16,2,BLR,BOM,2026-09-12,2026-09-19,21654.00,INR,125,Round trip,Air India,0,83,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pCU1RJNE5EQWFDd2lXcVFFUUFCb0RTVTVTT0J4d2hiRUIiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjg0MCJdXV0=,2026-09-12 18:33:06.507907
17,2,BLR,BOM,2026-09-12,2026-09-19,32159.00,INR,125,Round trip,Air India,0,83,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pCU1RJNE1URWFDd2lmK3dFUUFCb0RTVTVTT0J4dzk0WUMiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjgxMSJdXV0=,2026-09-12 18:33:06.510703
18,2,BLR,BOM,2026-09-12,2026-09-19,32314.00,INR,125,Round trip,Air India,0,83,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pCU1RJMk5ESWFDd2k2L0FFUUFCb0RTVTVTT0J4d21ZZ0MiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjY0MiJdXV0=,2026-09-12 18:33:06.512904
19,3,BLR,HYD,2026-09-12,2026-09-19,13459.00,INR,70,Round trip,Air India Express,0,57,WyJDalJJZFhWRFN6SlpObUk1TWxGQlIxRkRUVkZDUnkwdExTMHRMUzB0TFhscGNtc3hOVUZCUVVGQlIzRnNWRnBWVFc1eFJVVkJFZ1pKV0RFM01qTWFDZ2lUYVJBQUdnTkpUbEk0SEhDRmJnPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJIWUQiLG51bGwsIklYIiwiMTcyMyJdXV0=,2026-09-12 18:33:09.418942
20,3,BLR,HYD,2026-09-12,2026-09-19,14767.00,INR,75,Round trip,IndiGo,0,47,WyJDalJJZFhWRFN6SlpObUk1TWxGQlIxRkRUVkZDUnkwdExTMHRMUzB0TFhscGNtc3hOVUZCUVVGQlIzRnNWRnBWVFc1eFJVVkJFZ1kyUlRZM09EUWFDZ2l2Y3hBQUdnTkpUbEk0SEhEZWVBPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJIWUQiLG51bGwsIjZFIiwiNjc4NCJdXV0=,2026-09-12 18:33:09.422585
21,3,BLR,HYD,2026-09-12,2026-09-19,19290.00,INR,245,Round trip,IndiGo,1,111,WyJDalJJZFhWRFN6SlpObUk1TWxGQlIxRkRUVkZDUnkwdExTMHRMUzB0TFhscGNtc3hOVUZCUVVGQlIzRnNWRnBWVFc1eFJVVkJFZ3MyUlRFeE5udzJSVE16TmhvTENOcVdBUkFBR2dOSlRsSTRISERiblFFPSIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIlBOUSIsbnVsbCwiNkUiLCIxMTYiXSxbIlBOUSIsIjIwMjYtMDktMTMiLCJIWUQiLG51bGwsIjZFIiwiMzM2Il1dXQ==,2026-09-12 18:33:09.425598
22,4,BLR,MAA,2026-09-12,2026-09-19,7932.00,INR,65,Round trip,IndiGo,0,40,WyJDalJJYW5sNVFtZExPVmxWZURoQlQxbDJOa0ZDUnkwdExTMHRMUzB0TFMxdmVXTmlOMEZCUVVGQlIzRnNWRnByUmxONmJVRkJFZ1kyUlRZd056Y2FDZ2o4UFJBQUdnTkpUbEk0SEhEdFFBPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJNQUEiLG51bGwsIjZFIiwiNjA3NyJdXV0=,2026-09-12 18:33:14.561347
23,4,BLR,MAA,2026-09-12,2026-09-19,7932.00,INR,65,Round trip,IndiGo,0,40,WyJDalJJYW5sNVFtZExPVmxWZURoQlQxbDJOa0ZDUnkwdExTMHRMUzB0TFMxdmVXTmlOMEZCUVVGQlIzRnNWRnByUmxONmJVRkJFZ1kyUlRZMU5qSWFDZ2o4UFJBQUdnTkpUbEk0SEhEdFFBPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJNQUEiLG51bGwsIjZFIiwiNjU2MiJdXV0=,2026-09-12 18:33:14.564656
24,4,BLR,MAA,2026-09-12,2026-09-19,8266.00,INR,70,Round trip,Air India Express,0,46,WyJDalJJYW5sNVFtZExPVmxWZURoQlQxbDJOa0ZDUnkwdExTMHRMUzB0TFMxdmVXTmlOMEZCUVVGQlIzRnNWRnByUmxONmJVRkJFZ1pKV0RJM09EY2FDZ2pLUUJBQUdnTkpUbEk0SEhES1F3PT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJNQUEiLG51bGwsIklYIiwiMjc4NyJdXV0=,2026-09-12 18:33:14.569152
25,4,BLR,MAA,2026-09-12,2026-09-19,,INR,70,Round trip,Air India Express,0,43,WyJDalJJYW5sNVFtZExPVmxWZURoQlQxbDJOa0ZDUnkwdExTMHRMUzB0TFMxdmVXTmlOMEZCUVVGQlIzRnNWRnByUmxONmJVRkJFZ1pKV0RFeE5qZzRIQT09IixbWyJCTFIiLCIyMDI2LTA5LTEyIiwiTUFBIixudWxsLCJJWCIsIjExNjgiXV1d,2026-09-12 18:33:14.571686
26,5,BLR,CCU,2026-09-12,2026-09-19,21195.00,INR,155,Round trip,Air India Express,0,130,WyJDalJJYW1WNVEweDNhVmhTWWpSQlNqbG9kM2RDUnkwdExTMHRMUzB0TFMxdmEyUnFORUZCUVVGQlIzRnNWR0ZOU0U1RVkydEJFZ1pKV0RFek56QWFDd2pMcFFFUUFCb0RTVTVTT0J4d3BhMEIiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJDQ1UiLG51bGwsIklYIiwiMTM3MCJdXV0=,2026-09-12 18:33:23.91514
27,5,BLR,CCU,2026-09-12,2026-09-19,27432.00,INR,340,Round trip,IndiGo,1,180,WyJDalJJYW1WNVEweDNhVmhTWWpSQlNqbG9kM2RDUnkwdExTMHRMUzB0TFMxdmEyUnFORUZCUVVGQlIzRnNWR0ZOU0U1RVkydEJFZ3cyUlRRME1YdzJSVFk1TWpFYUN3aW8xZ0VRQUJvRFNVNVNPQnh3cE9BQiIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIlBOUSIsbnVsbCwiNkUiLCI0NDEiXSxbIlBOUSIsIjIwMjYtMDktMTIiLCJDQ1UiLG51bGwsIjZFIiwiNjkyMSJdXV0=,2026-09-12 18:33:23.918058
28,5,BLR,CCU,2026-09-12,2026-09-19,27919.00,INR,160,Round trip,IndiGo,0,111,WyJDalJJYW1WNVEweDNhVmhTWWpSQlNqbG9kM2RDUnkwdExTMHRMUzB0TFMxdmEyUnFORUZCUVVGQlIzRnNWR0ZOU0U1RVkydEJFZ1UyUlRrMU1ob0xDSS9hQVJBQUdnTkpUbEk0SEhDaTVBRT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJDQ1UiLG51bGwsIjZFIiwiOTUyIl1dXQ==,2026-09-12 18:33:23.922552
29,6,BLR,PNQ,2026-09-12,2026-09-19,15953.00,INR,90,Round trip,Akasa Air,0,67,WyJDalJJTkZwb0xXdGFkSEZsUWxGQlFVNWpTRUZDUnkwdExTMHRMUzB0TFc5NVozQXlOVUZCUVVGQlIzRnNWR0ZqU2pNM1ZFZEJFZ1pSVURFek1UY2FDZ2pSZkJBQUdnTkpUbEk0SEhDM2dnRT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJQTlEiLG51bGwsIlFQIiwiMTMxNyJdXV0=,2026-09-12 18:33:28.413083
30,6,BLR,PNQ,2026-09-12,2026-09-19,16325.00,INR,85,Round trip,IndiGo,0,66,WyJDalJJTkZwb0xXdGFkSEZsUWxGQlFVNWpTRUZDUnkwdExTMHRMUzB0TFc5NVozQXlOVUZCUVVGQlIzRnNWR0ZqU2pNM1ZFZEJFZ1UyUlRRME1Sb0tDTVYvRUFBYUEwbE9VamdjY0x5RkFRPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJQTlEiLG51bGwsIjZFIiwiNDQxIl1dXQ==,2026-09-12 18:33:28.417866
31,6,BLR,PNQ,2026-09-12,2026-09-19,16325.00,INR,90,Round trip,IndiGo,0,61,WyJDalJJTkZwb0xXdGFkSEZsUWxGQlFVNWpTRUZDUnkwdExTMHRMUzB0TFc5NVozQXlOVUZCUVVGQlIzRnNWR0ZqU2pNM1ZFZEJFZ1UyUlRVeU9Cb0tDTVYvRUFBYUEwbE9VamdjY0x5RkFRPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJQTlEiLG51bGwsIjZFIiwiNTI4Il1dXQ==,2026-09-12 18:33:28.420698
32,6,BLR,PNQ,2026-09-12,2026-09-19,16789.00,INR,100,Round trip,Air India Express,0,76,WyJDalJJTkZwb0xXdGFkSEZsUWxGQlFVNWpTRUZDUnkwdExTMHRMUzB0TFc5NVozQXlOVUZCUVVGQlIzRnNWR0ZqU2pNM1ZFZEJFZ1pKV0RJMk9EQWFDd2lWZ3dFUUFCb0RTVTVTT0J4d29va0IiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJQTlEiLG51bGwsIklYIiwiMjY4MCJdXV0=,2026-09-12 18:33:28.423518
33,6,BLR,PNQ,2026-09-12,2026-09-19,17950.00,INR,100,Round trip,IndiGo,0,61,WyJDalJJTkZwb0xXdGFkSEZsUWxGQlFVNWpTRUZDUnkwdExTMHRMUzB0TFc5NVozQXlOVUZCUVVGQlIzRnNWR0ZqU2pNM1ZFZEJFZ1UyUlRFeE5ob0xDSjZNQVJBQUdnTkpUbEk0SEhEaGtnRT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJQTlEiLG51bGwsIjZFIiwiMTE2Il1dXQ==,2026-09-12 18:33:28.425916
34,7,BLR,AMD,2026-09-12,2026-09-19,17960.00,INR,560,Round trip,Air India,1,159,WyJDalJJZVU1WlRqVTJXRWR1WjFsQlNUazRVM2RDUnkwdExTMHRMUzB0TFhscFltZHBPVUZCUVVGQlIzRnNWR0YzUXpSSVRrRkJFZ3hCU1RJNE5EQjhRVWswT1RNYUN3aW9qQUVRQUJvRFNVNVNPQnh3NjVJQiIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIkJPTSIsbnVsbCwiQUkiLCIyODQwIl0sWyJCT00iLCIyMDI2LTA5LTEzIiwiQU1EIixudWxsLCJBSSIsIjQ5MyJdXV0=,2026-09-12 18:33:36.797158
35,7,BLR,AMD,2026-09-12,2026-09-19,22168.00,INR,130,Round trip,IndiGo,0,92,WyJDalJJZVU1WlRqVTJXRWR1WjFsQlNUazRVM2RDUnkwdExTMHRMUzB0TFhscFltZHBPVUZCUVVGQlIzRnNWR0YzUXpSSVRrRkJFZ1kyUlRZME1qTWFDd2lZclFFUUFCb0RTVTVTT0J4d243VUIiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJBTUQiLG51bGwsIjZFIiwiNjQyMyJdXV0=,2026-09-12 18:33:36.801223
36,7,BLR,AMD,2026-09-12,2026-09-19,24865.00,INR,425,Round trip,IndiGo,1,113,WyJDalJJZVU1WlRqVTJXRWR1WjFsQlNUazRVM2RDUnkwdExTMHRMUzB0TFhscFltZHBPVUZCUVVGQlIzRnNWR0YzUXpSSVRrRkJFZ3MyUlRFeE5udzJSVGd4T1JvTENLSENBUkFBR2dOSlRsSTRISENteXdFPSIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIlBOUSIsbnVsbCwiNkUiLCIxMTYiXSxbIlBOUSIsIjIwMjYtMDktMTMiLCJBTUQiLG51bGwsIjZFIiwiODE5Il1dXQ==,2026-09-12 18:33:36.80401
37,7,BLR,AMD,2026-09-12,2026-09-19,25255.00,INR,490,Round trip,Air India,1,159,WyJDalJJZVU1WlRqVTJXRWR1WjFsQlNUazRVM2RDUnkwdExTMHRMUzB0TFhscFltZHBPVUZCUVVGQlIzRnNWR0YzUXpSSVRrRkJFZ3hCU1RJNE1URjhRVWswT1RNYUN3aW54UUVRQUJvRFNVNVNPQnh3dnM0QiIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIkJPTSIsbnVsbCwiQUkiLCIyODExIl0sWyJCT00iLCIyMDI2LTA5LTEzIiwiQU1EIixudWxsLCJBSSIsIjQ5MyJdXV0=,2026-09-12 18:33:36.808658
38,7,BLR,AMD,2026-09-12,2026-09-19,34491.00,INR,260,Round trip,IndiGo,1,177,WyJDalJJZVU1WlRqVTJXRWR1WjFsQlNUazRVM2RDUnkwdExTMHRMUzB0TFhscFltZHBPVUZCUVVGQlIzRnNWR0YzUXpSSVRrRkJFZzAyUlRVek56WjhOa1UxTVRVeUdnc0l1NDBDRUFBYUEwbE9VamdjY1ArWkFnPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIjZFIiwiNTM3NiJdLFsiQk9NIiwiMjAyNi0wOS0xMiIsIkFNRCIsbnVsbCwiNkUiLCI1MTUyIl1dXQ==,2026-09-12 18:33:36.812091
39,8,BLR,COK,2026-09-12,2026-09-19,15617.00,INR,65,Round trip,IndiGo,0,47,WyJDalJJZEVaWmJXeEVOV3h1V2pSQlJXaGxlVkZDUnkwdExTMHRMUzB0TFMxd1ptMXpOVUZCUVVGQlIzRnNWR0k0VGpsWFgwOUJFZ1UyUlRRek5Sb0tDSUY2RUFBYUEwbE9VamdjY05kLyIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIkNPSyIsbnVsbCwiNkUiLCI0MzUiXV1d,2026-09-12 18:33:51.577527
40,9,BLR,GOI,2026-09-12,2026-09-19,,INR,685,Round trip,"Air India, Air India Express",1,289,WyJDalJJWW1GelkwcEVYMTlPVDBWQlIyUlBTMmRDUnkwdExTMHRMUzB0TFMxMmRHNW1Oa0ZCUVVGQlIzRnNWR05uUlZBM04ydEJFZzFCU1RJNE1UaDhTVmd4TVRBNE9Cdz0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJERUwiLG51bGwsIkFJIiwiMjgxOCJdLFsiREVMIiwiMjAyNi0wOS0xMyIsIkdPSSIsbnVsbCwiSVgiLCIxMTA4Il1dXQ==,2026-09-12 18:34:00.546954
41,9,BLR,GOI,2026-09-12,2026-09-19,,INR,410,Round trip,Air India,1,139,WyJDalJJWW1GelkwcEVYMTlPVDBWQlIyUlBTMmRDUnkwdExTMHRMUzB0TFMxMmRHNW1Oa0ZCUVVGQlIzRnNWR05uUlZBM04ydEJFZ3hCU1RJNE1URjhRVWsyTURNNEhBPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjgxMSJdLFsiQk9NIiwiMjAyNi0wOS0xMyIsIkdPSSIsbnVsbCwiQUkiLCI2MDMiXV1d,2026-09-12 18:34:00.551914
42,10,DEL,BLR,2026-09-12,2026-09-19,16878.00,INR,175,Round trip,IndiGo,0,124,WyJDalJJTVdFM2NsOUJhREUwUVVGQlNqSmpjRkZDUnkwdExTMHRMUzB0TFc5NVlXZ3hNa0ZCUVVGQlIzRnNWR04zUldWQ1pYbEJFZ1kyUlRZMU1UVWFDd2p1Z3dFUUFCb0RTVTVTT0J4dy80a0IiLFtbIkRFTCIsIjIwMjYtMDktMTIiLCJCTFIiLG51bGwsIjZFIiwiNjUxNSJdXV0=,2026-09-12 18:34:03.999069
43,10,DEL,BLR,2026-09-12,2026-09-19,16982.00,INR,175,Round trip,Air India,0,143,WyJDalJJTVdFM2NsOUJhREUwUVVGQlNqSmpjRkZDUnkwdExTMHRMUzB0TFc5NVlXZ3hNa0ZCUVVGQlIzRnNWR04zUldWQ1pYbEJFZ1pCU1RJME1USWFDd2pXaEFFUUFCb0RTVTVTT0J4dzdJb0IiLFtbIkRFTCIsIjIwMjYtMDktMTIiLCJCTFIiLG51bGwsIkFJIiwiMjQxMiJdXV0=,2026-09-12 18:34:04.00263
44,10,DEL,BLR,2026-09-12,2026-09-19,17436.00,INR,175,Round trip,Akasa Air,0,121,WyJDalJJTVdFM2NsOUJhREUwUVVGQlNqSmpjRkZDUnkwdExTMHRMUzB0TFc5NVlXZ3hNa0ZCUVVGQlIzRnNWR04zUldWQ1pYbEJFZ1pSVURFek5UQWFDd2ljaUFFUUFCb0RTVTVTT0J4d3g0NEIiLFtbIkRFTCIsIjIwMjYtMDktMTIiLCJCTFIiLG51bGwsIlFQIiwiMTM1MCJdXV0=,2026-09-12 18:34:04.005416
45,10,DEL,BLR,2026-09-12,2026-09-19,17436.00,INR,170,Round trip,Akasa Air,0,126,WyJDalJJTVdFM2NsOUJhREUwUVVGQlNqSmpjRkZDUnkwdExTMHRMUzB0TFc5NVlXZ3hNa0ZCUVVGQlIzRnNWR04zUldWQ1pYbEJFZ1pSVURFNE1USWFDd2ljaUFFUUFCb0RTVTVTT0J4d3g0NEIiLFtbIkRFTCIsIjIwMjYtMDktMTIiLCJCTFIiLG51bGwsIlFQIiwiMTgxMiJdXV0=,2026-09-12 18:34:04.008086
46,10,DEL,BLR,2026-09-12,2026-09-19,17436.00,INR,180,Round trip,Akasa Air,0,126,WyJDalJJTVdFM2NsOUJhREUwUVVGQlNqSmpjRkZDUnkwdExTMHRMUzB0TFc5NVlXZ3hNa0ZCUVVGQlIzRnNWR04zUldWQ1pYbEJFZ1pSVURFNE1qUWFDd2ljaUFFUUFCb0RTVTVTT0J4d3g0NEIiLFtbIkRFTCIsIjIwMjYtMDktMTIiLCJCTFIiLG51bGwsIlFQIiwiMTgyNCJdXV0=,2026-09-12 18:34:04.010423
