record_id,search_id,origin,destination,route,outbound_date,return_date,collection_timestamp,collection_date,advance_purchase_days,booking_window_category,airline,flight_type,currency,price,total_fare,base_fare,taxes_fees,stops,total_duration_minutes,departure_time,arrival_time,travel_class,carbon_emissions_kg,seats_available,sold_out,booking_token,source,source_engine,travel_year,travel_month,travel_week,travel_day,travel_day_of_week,travel_day_name,travel_month_name,is_weekend,collection_hour,fare_band,log_fare,fare_outlier,route_average_fare,fare_vs_route_average_pct,route_airline_count,route_observation_count,search_currency,search_timestamp,search_request_id,id,collected_at
3fec73c9b787772411f184f0a4134a7479e3bc75b9764bd77559452ba1093b92,2,BLR,BOM,BLR-BOM,2026-09-12,2026-09-19,2026-09-12 18:34:37.339150,2026-09-12,0,0-3 days,Akasa Air,Round trip,INR,15377.0,15377.0,,,0,110.0,,,,73.0,,,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pSVURFeE16UWFDZ2lSZUJBQUdnTkpUbEk0SEhEY2ZRPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIlFQIiwiMTEzNCJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,15001-25000,9.640693195592126,False,15874.59375,-3.134529033223288,3,32,INR,2026-09-12 18:34:37.328775,6aa54d8cd0a88f65d7aaa150,93,2026-09-12 18:34:37.339150
5a3d71d2856ec57d9f48fa6165463c1dd5462f0336ecaa83d905cf76640cacbf,2,BLR,BOM,BLR-BOM,2026-09-12,2026-09-19,2026-09-12 18:34:37.341535,2026-09-12,0,0-3 days,Air India,Round trip,INR,15648.0,15648.0,,,0,130.0,,,,83.0,,,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pCU1RJNE5UQWFDZ2lnZWhBQUdnTkpUbEk0SEhENGZ3PT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjg1MCJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,15001-25000,9.658162296163171,False,15874.59375,-1.4273987326447357,3,32,INR,2026-09-12 18:34:37.328775,6aa54d8cd0a88f65d7aaa150,94,2026-09-12 18:34:37.341535
a7fce020126fa75dff934a1ce0f138920dfe75f875acd83f03abe8144634965b,2,BLR,BOM,BLR-BOM,2026-09-12,2026-09-19,2026-09-12 18:34:37.343908,2026-09-12,0,0-3 days,IndiGo,Round trip,INR,16130.0,16130.0,,,0,105.0,,,,71.0,,,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1kyUlRVek56WWFDZ2lDZmhBQUdnTkpUbEk0SEhEd2d3RT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIjZFIiwiNTM3NiJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,15001-25000,9.688498165477787,False,15874.59375,1.608899440340017,3,32,INR,2026-09-12 18:34:37.328775,6aa54d8cd0a88f65d7aaa150,95,2026-09-12 18:34:37.343908
94191e8317535ba320f298465d76ed9acef7b334245544cb6934c530b46b4591,2,BLR,BOM,BLR-BOM,2026-09-12,2026-09-19,2026-09-12 18:34:37.348189,2026-09-12,0,0-3 days,IndiGo,Round trip,INR,18879.0,18879.0,,,1,270.0,,,,145.0,,,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZzAyUlRZME1qTjhOa1UyTXpVeEdnc0l2NU1CRUFBYUEwbE9VamdjY0syYUFRPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJBTUQiLG51bGwsIjZFIiwiNjQyMyJdLFsiQU1EIiwiMjAyNi0wOS0xMiIsIkJPTSIsbnVsbCwiNkUiLCI2MzUxIl1dXQ==,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,15001-25000,9.84585843969949,True,15874.59375,18.925878024437637,3,32,INR,2026-09-12 18:34:37.328775,6aa54d8cd0a88f65d7aaa150,96,2026-09-12 18:34:37.348189
d874c60bdcc771b65bed0ebdca567aedaa0fc51e54757056c4ddfed535314a13,2,BLR,BOM,BLR-BOM,2026-09-12,2026-09-19,2026-09-12 18:34:37.351275,2026-09-12,0,0-3 days,Air India,Round trip,INR,21654.0,21654.0,,,0,125.0,,,,83.0,,,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pCU1RJNE5EQWFDd2lXcVFFUUFCb0RTVTVTT0J4d2hiRUIiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjg0MCJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,15001-25000,9.982991653648726,True,15874.59375,36.406640327409946,3,32,INR,2026-09-12 18:34:37.328775,6aa54d8cd0a88f65d7aaa150,97,2026-09-12 18:34:37.351275
bfb99a1dead9b8d14cf116630542ae63158c551d3e2c756f2266266e2f780016,2,BLR,BOM,BLR-BOM,2026-09-12,2026-09-19,2026-09-12 18:34:37.353976,2026-09-12,0,0-3 days,Air India,Round trip,INR,32159.0,32159.0,,,0,125.0,,,,83.0,,,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pCU1RJNE1URWFDd2lmK3dFUUFCb0RTVTVTT0J4dzk0WUMiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjgxMSJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,25000+,10.378478723292902,True,15874.59375,102.58156212658984,3,32,INR,2026-09-12 18:34:37.328775,6aa54d8cd0a88f65d7aaa150,98,2026-09-12 18:34:37.353976
8acc9aac4f5821fb199a6bada7eab07d5eac83ace9cb151451b36ea35f38433c,2,BLR,BOM,BLR-BOM,2026-09-12,2026-09-19,2026-09-12 18:34:37.356746,2026-09-12,0,0-3 days,Air India,Round trip,INR,32314.0,32314.0,,,0,125.0,,,,83.0,,,WyJDalJJWVd0dE5YcElOazVJY2xWQlJscDFUR2RDUnkwdExTMHRMWFJzWVdReE9DMXVNa0ZCUVVGQlIzRnNWRmt3UnpkT2JXTkJFZ1pCU1RJMk5ESWFDd2k2L0FFUUFCb0RTVTVTT0J4d21ZZ0MiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJCT00iLG51bGwsIkFJIiwiMjY0MiJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,25000+,10.383286797696996,True,15874.59375,103.55796506603517,3,32,INR,2026-09-12 18:34:37.328775,6aa54d8cd0a88f65d7aaa150,99,2026-09-12 18:34:37.356746
5d68757dedfa3e3c04a7c4942702a3b27b9f0224854d3a9541b7cfcc1dab7a6d,3,BLR,HYD,BLR-HYD,2026-09-12,2026-09-19,2026-09-12 18:34:39.479484,2026-09-12,0,0-3 days,Air India Express,Round trip,INR,13459.0,13459.0,,,0,70.0,,,,57.0,,,WyJDalJJZFhWRFN6SlpObUk1TWxGQlIxRkRUVkZDUnkwdExTMHRMUzB0TFhscGNtc3hOVUZCUVVGQlIzRnNWRnBWVFc1eFJVVkJFZ1pKV0RFM01qTWFDZ2lUYVJBQUdnTkpUbEk0SEhDRmJnPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJIWUQiLG51bGwsIklYIiwiMTcyMyJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,10001-15000,9.50747760319872,False,12825.058823529413,4.942988450918695,2,17,INR,2026-09-12 18:34:39.475106,6aa54d95ad9ecfcc84eb3468,100,2026-09-12 18:34:39.479484
58b7fc25d2c5f76eb3a32eb9271ee729011e611c39df336b547aef35165fb500,3,BLR,HYD,BLR-HYD,2026-09-12,2026-09-19,2026-09-12 18:34:39.481416,2026-09-12,0,0-3 days,IndiGo,Round trip,INR,14767.0,14767.0,,,0,75.0,,,,47.0,,,WyJDalJJZFhWRFN6SlpObUk1TWxGQlIxRkRUVkZDUnkwdExTMHRMUzB0TFhscGNtc3hOVUZCUVVGQlIzRnNWRnBWVFc1eFJVVkJFZ1kyUlRZM09EUWFDZ2l2Y3hBQUdnTkpUbEk0SEhEZWVBPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJIWUQiLG51bGwsIjZFIiwiNjc4NCJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,10001-15000,9.600217956742634,False,12825.058823529413,15.14177208222871,2,17,INR,2026-09-12 18:34:39.475106,6aa54d95ad9ecfcc84eb3468,101,2026-09-12 18:34:39.481416
adacfa2233c0d94d6f55b645b02c70a2b010303819fadd0de1a2fbfac188a447,3,BLR,HYD,BLR-HYD,2026-09-12,2026-09-19,2026-09-12 18:34:39.483157,2026-09-12,0,0-3 days,IndiGo,Round trip,INR,19290.0,19290.0,,,1,245.0,,,,111.0,,,WyJDalJJZFhWRFN6SlpObUk1TWxGQlIxRkRUVkZDUnkwdExTMHRMUzB0TFhscGNtc3hOVUZCUVVGQlIzRnNWRnBWVFc1eFJVVkJFZ3MyUlRFeE5udzJSVE16TmhvTENOcVdBUkFBR2dOSlRsSTRISERiblFFPSIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIlBOUSIsbnVsbCwiNkUiLCIxMTYiXSxbIlBOUSIsIjIwMjYtMDktMTMiLCJIWUQiLG51bGwsIjZFIiwiMzM2Il1dXQ==,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,15001-25000,9.867393944887889,True,12825.058823529413,50.4086668562465,2,17,INR,2026-09-12 18:34:39.475106,6aa54d95ad9ecfcc84eb3468,102,2026-09-12 18:34:39.483157
ca49f7c187232abf73833b3f79d6aba7f3fa66676041ab7add539f37746a6af3,4,BLR,MAA,BLR-MAA,2026-09-12,2026-09-19,2026-09-12 18:34:41.266208,2026-09-12,0,0-3 days,IndiGo,Round trip,INR,7932.0,7932.0,,,0,65.0,,,,40.0,,,WyJDalJJYW5sNVFtZExPVmxWZURoQlQxbDJOa0ZDUnkwdExTMHRMUzB0TFMxdmVXTmlOMEZCUVVGQlIzRnNWRnByUmxONmJVRkJFZ1kyUlRZMU5qSWFDZ2o4UFJBQUdnTkpUbEk0SEhEdFFBPT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJNQUEiLG51bGwsIjZFIiwiNjU2MiJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,7501-10000,8.978786553302003,False,8027.428571428572,-1.1887813211845066,2,7,INR,2026-09-12 18:34:41.257708,6aa54d98868180be543e0e24,104,2026-09-12 18:34:41.266208
03b82d945d65fbe1f23f321328b698a929ce68b47f611150b93818428d65b2a6,4,BLR,MAA,BLR-MAA,2026-09-12,2026-09-19,2026-09-12 18:34:41.269187,2026-09-12,0,0-3 days,Air India Express,Round trip,INR,8266.0,8266.0,,,0,70.0,,,,46.0,,,WyJDalJJYW5sNVFtZExPVmxWZURoQlQxbDJOa0ZDUnkwdExTMHRMUzB0TFMxdmVXTmlOMEZCUVVGQlIzRnNWRnByUmxONmJVRkJFZ1pKV0RJM09EY2FDZ2pLUUJBQUdnTkpUbEk0SEhES1F3PT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJNQUEiLG51bGwsIklYIiwiMjc4NyJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,7501-10000,9.020026965252676,False,8027.428571428572,2.971953302961272,2,7,INR,2026-09-12 18:34:41.257708,6aa54d98868180be543e0e24,105,2026-09-12 18:34:41.269187
a9068d0870dfbed96bf6acf36c812129331117db899c03293471380a08648cec,5,BLR,CCU,BLR-CCU,2026-09-12,2026-09-19,2026-09-12 18:34:42.994427,2026-09-12,0,0-3 days,Air India Express,Round trip,INR,21195.0,21195.0,,,0,155.0,,,,130.0,,,WyJDalJJYW1WNVEweDNhVmhTWWpSQlNqbG9kM2RDUnkwdExTMHRMUzB0TFMxdmEyUnFORUZCUVVGQlIzRnNWR0ZOU0U1RVkydEJFZ1pKV0RFek56QWFDd2pMcFFFUUFCb0RTVTVTT0J4d3BhMEIiLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJDQ1UiLG51bGwsIklYIiwiMTM3MCJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,15001-25000,9.961567763612653,False,19822.833333333332,6.922152063697595,3,24,INR,2026-09-12 18:34:42.991003,6aa54d9d2713322c45a5b311,107,2026-09-12 18:34:42.994427
1e20d8c1e7b02fa9dfc327231ae2d6fafa0f6ad09b6f6fb969b5d250b75ef5d5,5,BLR,CCU,BLR-CCU,2026-09-12,2026-09-19,2026-09-12 18:34:42.997917,2026-09-12,0,0-3 days,IndiGo,Round trip,INR,27432.0,27432.0,,,1,340.0,,,,180.0,,,WyJDalJJYW1WNVEweDNhVmhTWWpSQlNqbG9kM2RDUnkwdExTMHRMUzB0TFMxdmEyUnFORUZCUVVGQlIzRnNWR0ZOU0U1RVkydEJFZ3cyUlRRME1YdzJSVFk1TWpFYUN3aW8xZ0VRQUJvRFNVNVNPQnh3cE9BQiIsW1siQkxSIiwiMjAyNi0wOS0xMiIsIlBOUSIsbnVsbCwiNkUiLCI0NDEiXSxbIlBOUSIsIjIwMjYtMDktMTIiLCJDQ1UiLG51bGwsIjZFIiwiNjkyMSJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,25000+,10.219501947254944,False,19822.833333333332,38.38586814868377,3,24,INR,2026-09-12 18:34:42.991003,6aa54d9d2713322c45a5b311,108,2026-09-12 18:34:42.997917
fc51233ed9b27ccd33d59732a300cb88b79081ab3c2525a785442b19d4f066eb,5,BLR,CCU,BLR-CCU,2026-09-12,2026-09-19,2026-09-12 18:34:43.002486,2026-09-12,0,0-3 days,IndiGo,Round trip,INR,27919.0,27919.0,,,0,160.0,,,,111.0,,,WyJDalJJYW1WNVEweDNhVmhTWWpSQlNqbG9kM2RDUnkwdExTMHRMUzB0TFMxdmEyUnFORUZCUVVGQlIzRnNWR0ZOU0U1RVkydEJFZ1UyUlRrMU1ob0xDSS9hQVJBQUdnTkpUbEk0SEhDaTVBRT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJDQ1UiLG51bGwsIjZFIiwiOTUyIl1dXQ==,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,25000+,10.237098556876308,False,19822.833333333332,40.842630972699844,3,24,INR,2026-09-12 18:34:42.991003,6aa54d9d2713322c45a5b311,109,2026-09-12 18:34:43.002486
5d4de91fd4a74ea3b9855b19d48d46ab5c7fdfc86ea2decf6b13a0baa798cbb4,6,BLR,PNQ,BLR-PNQ,2026-09-12,2026-09-19,2026-09-12 18:34:44.779305,2026-09-12,0,0-3 days,Akasa Air,Round trip,INR,15953.0,15953.0,,,0,90.0,,,,67.0,,,WyJDalJJTkZwb0xXdGFkSEZsUWxGQlFVNWpTRUZDUnkwdExTMHRMUzB0TFc5NVozQXlOVUZCUVVGQlIzRnNWR0ZqU2pNM1ZFZEJFZ1pSVURFek1UY2FDZ2pSZkJBQUdnTkpUbEk0SEhDM2dnRT0iLFtbIkJMUiIsIjIwMjYtMDktMTIiLCJQTlEiLG51bGwsIlFQIiwiMTMxNyJdXV0=,SerpApi,Google Flights,2026,9,37,12,5,Saturday,September,True,18,15001-25000,9.677464860471074,False,11853.277777777777,34.587244972089294,3,18,INR,2026-09-12 18:34:44.777063,6aa54da680a0782768dc5fef,110,2026-09-12 18:34:44.779305
